POTEE,0.03,1.04,-3.11,1.04,2.69,1.38,0.81,3.39,-4.83,-2.81,1.42,2.63,1.47,3.71,1.21,2.63,-1.47,0.97,1.99,-1.55,0.57,-3.69,-1.35,-1.06,-0.72,-0.77,-2.63,-0.25,0.14,2.09,0.16,0.11
POTEE,1.42,-1.23,0,0.87,-0.24,0.22,1.2,4.5,0,-2.22,2.72,3.57,0,4.06,1.43,2.99,-0.16,-0.26,3.81,-2.08,2.1,-1.82,0,0,0.49,-0.06,-1.65,1.03,0,3.37,0,0.48
VCX2,0,0.57,-0.67,-0.76,1.77,2.4,0.82,0.26,-0.47,-0.67,-0.01,0.68,-0.47,-0.2,-0.14,2.17,1.03,0.7,0.24,-0.04,1.61,0,0.23,-0.51,0.42,0.46,-0.06,0.09,-0.1,-0.14,0,0.08
VCX2,0.56,0.85,-1.35,0.7,4.72,6.67,-0.07,-1.09,-1.12,-1.2,0.77,-0.17,1.74,-0.07,-1.3,4.94,0.91,0.45,-1.69,-0.95,4.27,-0.05,0.18,1.38,0.18,0.88,0.29,-0.93,2.29,0.78,-1.22,-1.04
CYP4X1,-2.75,-2.54,3.69,2.3,0.36,-2.12,0.35,-1.57,1.92,-5.36,-2.82,-1.25,-3.6,-0.55,3.06,-4.42,-2.68,-1.71,-0.79,3.42,-1.41,2.42,-2.33,2.32,0.74,-1.97,1.07,1.9,0.67,-2.53,-4.45,0.59
CYP4X1,-2.62,-2.5,2.44,1.55,0.2,-1.75,0.22,-1.37,1.42,-5.39,-2.97,-1.31,-3.46,-1.33,1.73,-4.03,-2.33,-1.84,-0.69,1.48,0,1.58,-2.61,0,0.09,-2.61,0.61,1.43,0.46,-2.22,-4.1,0.16
PLA2G2A,-1.21,-1.89,0.45,-0.14,-1.53,-3.5,2.69,5,3.92,-0.55,-1.53,-1.08,-2.64,-1.07,0,-2.29,1.67,0.48,-1.23,1.94,0.71,2.5,-2.33,0,-2.2,2.77,-1.55,0.66,-0.93,0.74,-1.55,-0.93
ONECUT2,2.12,0.9,-0.43,-0.27,0.4,1.23,-0.21,0.68,-0.36,0.76,0.71,0,5.87,-0.02,-0.44,2.37,0.18,0.35,-0.34,-0.04,0.52,0,0.41,0,0.01,0.9,-0.1,0.34,-0.38,2.92,0.53,0.26
ONECUT2,2.68,1.31,0.33,-1.05,0,2.42,0.98,0.85,-0.73,0.84,0.88,-0.74,7.24,0.04,-0.43,2.39,-0.41,0.49,-1.09,-0.52,-0.41,1.92,1.23,0,-0.48,1.18,-0.01,-0.08,-0.8,2.65,-0.31,-0.43
ONECUT2,3.24,2.39,0.47,-1.09,-0.15,2.85,0.67,1.4,-1.1,1.79,0.68,-0.99,7.67,-1.26,-1.27,3.56,-0.66,0.18,-1.21,-1.55,-0.79,2.35,1.71,0,-0.57,1.53,0.61,0.19,-0.65,3.68,-0.8,0.45
LOC645249,1.3,-1.06,-0.2,-0.96,-0.06,-0.62,1.47,3.41,-2.57,-1.33,0.66,2,3.15,3.71,-1.51,-2.16,0,3.45,2.78,0.02,-0.7,3.63,-1.71,-2.9,0.45,0.92,0.42,0,-1.95,1.68,-2.46,-1.93
MMP9,0.27,-0.93,-1.81,-2.79,-0.14,-0.46,-3.67,-1.28,0.6,1.72,4.91,1.9,-2.1,-3.32,1.63,1.17,-0.53,4.04,-0.14,-0.04,0.42,1.45,-2.56,-3.33,-0.6,1.47,-1.33,0.19,-1.4,-0.76,1.23,0.3
HS6ST2,4.07,-0.38,-0.1,0.52,-0.23,0.36,3.78,-1.65,1.44,0.55,-1.02,2.08,3.84,-1.71,-0.85,-1.75,2.21,-2.67,-1.53,-1.72,-0.25,3.3,4.38,-0.47,2.58,-0.55,3.09,-0.55,0.18,1.11,-1.16,-0.11
HS6ST2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AREG,-1.56,1.19,-0.95,-1.36,-2.16,0.51,-1.12,-2.42,-1.64,0.13,-3.16,-0.05,-2.66,-3.02,0.46,-1.5,1.56,-2.51,0.17,-0.38,-0.27,3.87,0.82,-0.08,1.35,-1.91,3.98,0.48,-1.59,-1.43,4.91,0.18
CCNO,2.19,1.16,1.4,1.4,-1.07,-3.17,0.46,1.21,0,1.88,-3.34,-0.83,2.44,0.42,-2.48,0.79,2.75,-0.59,-4.17,0.81,-1.99,0.01,-3.83,-2.81,0.28,-2.02,-3,1.17,0.29,1.24,0.4,-2.29
CCNO,0.59,0.34,0.42,0.57,0,-1.43,-0.26,0.81,1.78,0.46,-0.24,-0.14,0.81,0.16,-0.97,0.04,2.44,0.28,0.26,0.09,-0.29,-1.11,-0.54,0.46,-0.01,-0.57,-0.67,0.57,-0.28,0.63,0.18,-0.28
CRYM,2.69,-0.75,-1.88,-0.51,-0.46,0.57,1.52,3.05,3.5,2.16,-1.4,-0.15,-4.2,-0.16,-2.88,-0.42,-0.68,0.69,0.84,-1.49,-0.44,-0.34,2.8,-0.49,-1.32,0.07,4.15,-0.64,0.59,2.13,-1.18,4.06
TNFRSF17,1.49,-1.48,0,-1.68,0.22,1.73,1.65,2.73,-2.3,0,0,-1.87,-4.5,1.11,-5.01,1.1,-3.81,-1.08,-1.55,-1.07,1.41,-1.53,2.02,0.28,-0.01,2.43,-1.17,-0.08,-0.84,1.13,-2.89,-2.36
UGT2B15,1.51,-1.54,-1.73,1.68,-1.23,0,-0.86,2.59,0,0.42,0,-0.21,-2.47,-1.79,-1.53,-0.85,1.4,-1.26,2.7,-0.24,1.58,4.15,1.95,-1.41,-0.89,0,-0.35,-0.37,-0.83,6.76,-1.11,-1.69
KCNK1,2.43,0.26,-2.19,1.11,0.67,-1.97,0.54,-3.62,3.21,1.45,-2.19,2.94,0.99,-1.24,-3.12,-2.02,2.12,2.78,1.49,-2.83,-0.91,1.6,1.87,1.61,1.27,1.23,1.93,-2.22,-0.51,0,-1.53,-0.88
KRT7,1.16,-0.4,1.8,-0.59,-4,-3.15,-0.07,-2.95,1.24,1.74,-2.43,1.81,-0.2,-4.13,1.24,-2.77,2.75,0.98,1.44,1.19,-0.81,1.24,-1.29,0.35,0.41,-1.28,0.83,0,1.41,-2.08,-4.04,-0.84
MAOB,2.37,0.7,-0.61,-1.21,-0.96,-0.94,1.51,-1.08,3.21,-1.83,-1.63,3.64,0.24,-2.88,-2.66,-2.76,1.21,0.36,0.23,-1.45,-0.08,0.08,0,1.84,4.1,0.23,4.99,2.11,-0.52,-0.16,0.03,0.35
MAOB,1.88,0.72,0.48,-0.52,-1.21,-0.07,0,-1.11,2.94,-1.49,-1.95,3.13,0.97,-2.52,-1.67,-2.02,0,-0.42,0.76,0,0.54,1.55,0.4,2.21,0,0,3.97,0,0,0.17,-0.18,0.6
PPP1R1A,-0.49,-0.43,1.13,-1.57,2.02,-0.2,3.12,1.27,0.37,-1.27,1.28,-1.97,-5.68,-1.1,1.99,-1.25,-0.27,2.73,-0.5,-0.17,1.43,0.53,-2.58,-0.45,0.91,1.98,1.03,-1.47,-1.62,0,-4.04,-3.11
PPP1R1A,-1.47,-0.84,1.19,-1.03,0.85,-0.49,1.44,0,0.17,-0.72,0.37,-1.7,-2.65,-1.06,2.23,0,-0.11,1.39,0.68,0,0,0.11,-1.73,0,0.34,0.66,0.56,-0.66,-1.33,0,0,-1.63
GSTT1,0.04,1.77,0.29,0.46,-1.68,-3.74,-2.88,-3.39,0.05,-3.85,-2.7,-0.54,0.33,-3.06,-3.49,-0.07,0.6,-0.86,0.06,1.4,0.91,-0.85,0.28,0.82,0.35,0.22,-3.85,-0.32,0.84,0.44,-1.04,0.4
GSTT1,0.15,1.74,0.28,0.28,-1.73,-4.16,-4.19,-3.82,-0.06,-4.44,-4.13,-0.57,0.2,-3.48,-3.84,-0.12,0.8,-1.3,0.2,1.69,0.69,-0.46,0.26,0.77,0.31,0,-3.84,-0.41,0.83,0.38,-1.36,0.08
ALB,-0.23,-0.2,-2.23,0.22,0.49,0.81,1.02,-1.59,0.39,-1.33,0.24,0.91,-0.29,0.4,-0.46,6.94,-0.73,0.2,-0.71,-1.06,4.27,-1.38,2.15,0,0,-0.33,0.8,0.31,-0.45,5.26,-1.4,-1.42
IGFL2,-1.89,1.88,1.19,3.37,0.13,-1.19,0,-3.42,2.49,1.34,2.73,-0.39,0,-3,-2.37,-0.79,3.78,0,0.88,-1.9,0,1.57,2.69,0,0,-2.47,0.98,-0.08,3,2.5,0,2.92
SCGN,0.77,-1.78,0,-1.41,-0.18,0.99,4.63,0.58,2.44,-2.98,1.51,1.33,0.79,-3.2,-2.27,-2.08,2.42,-1.75,0.96,-0.64,3.22,2.42,3.12,0,3.72,1.32,0.73,-1.17,-0.67,-0.15,0,0
AGR3,-1.67,-1.64,0.9,0.84,-0.01,-1.79,-1.15,1.21,-1.2,-0.57,-2.86,-0.99,2.21,-8.57,0.16,0.64,0.06,-1.59,1.14,0,-1.68,2.38,-0.38,-1.85,-0.6,-0.45,0.73,1.55,0,0.42,0.49,0.47
PDZK1,0,-0.34,-2.25,0,-0.75,0.45,1.19,3.31,-1.58,-2.19,-1.97,-0.82,4.33,-0.99,-2.02,0.82,-3.84,0,-2.12,-2.08,-0.99,0.75,0.35,0.59,-0.54,-1.78,-0.59,1.33,0,3.06,4.57,-1.25
SPP1,-3.12,1.22,0.95,-1.61,-0.95,-0.99,-3.4,-0.36,-0.03,0.7,2.49,-0.66,-6.42,-1.11,0.72,-1.18,-2.59,0.68,-1.44,1.03,-2.54,2,-1.47,0.7,-0.01,2.66,-0.96,-0.28,-0.46,0.01,2.25,1.97
S100A8,-0.82,1.03,2.09,-2.38,-1.25,-2.97,-1.66,2.24,2.97,0,3.67,1.14,0,-3.77,-0.88,-1.77,3.15,0.05,-2.5,1.61,0.61,0,-1.83,-0.88,3.17,-0.25,0.11,-1.63,-0.31,-1.84,2.1,0.01
CLIC6,2.62,-2.19,-0.52,-1.26,-2.55,-1.67,0.57,0,1.07,3.17,-0.73,3.17,3.14,-1.45,-3,1.04,0.41,-2.6,0.61,1.04,-1.25,-0.48,1.89,2.77,3.5,-1.15,-1.85,-1.43,-1.38,-1.79,0.76,1.54
NAT1,-1.68,1.41,-0.62,2.97,0.48,-2.25,-0.04,0.97,1.06,-3.25,-1.96,-0.57,-2.06,0.12,1.82,-0.07,-2.27,-5.15,-2.31,2.19,-2.58,1.41,-2.2,1.15,-1.24,-2.33,0.59,1.37,0.06,1,2.63,1.08
AQP5,1.07,-1.17,0,-1.9,0,-0.85,0,0,0,3.15,0.52,-3.16,-4.11,-3.28,-2.51,-3.79,0.09,0,-2.04,1.83,-1.55,1.98,0.56,-2.43,2.07,0.77,0,-0.61,-1.51,2.51,-2.59,2.26
AQP5,-0.17,-0.33,4.01,0.08,-0.02,-0.28,-0.26,-0.41,1.41,2.26,0.16,-1.01,0.1,-0.26,-0.21,-0.66,-0.07,-0.21,-0.23,0.47,0.23,0.76,-0.34,0.61,1.65,-0.01,-0.33,-0.22,-0.28,1.95,-0.95,1.53
UBD,4.01,-1.18,-2.21,-1.34,-0.96,-0.66,-0.67,0.64,2.04,3.04,2.11,0.65,-5.97,-1.25,-2.22,0,0.53,-2.03,-0.35,-1.41,1.33,0.11,-0.7,-0.46,3.18,1.66,-1.43,-0.12,0.1,0.33,-0.7,-1.96
VCX,0.95,0.94,0.21,0.47,4.79,6.67,0.17,-1.19,-1.1,-1.64,0.55,-0.01,1.62,-0.19,-1.76,4.99,0.93,0.52,-1.79,-0.99,0,0.01,-0.04,1.34,0.24,0.66,0.27,-0.69,2.32,0.69,-1.2,-1.17
KRT23,-0.32,-0.95,4.26,0.18,1.98,0.09,3.81,-2.24,-0.1,1.3,-3.26,-1.58,-2.97,-4.66,-0.52,-2.31,0.26,1.17,-2.1,-3.42,-0.06,1.39,-1.11,-1.05,1.15,-0.35,-0.14,-0.31,-0.93,-0.16,-0.1,0.57
